year_index,data_date,report_year,report_number,supplemental_report_number,operator_id_phmsa,operator_name_phmsa,commodity_group,interstate_or_intrastate ,report_state,inspected_corrosion_or_metal_loss_tools_miles,inspected_dent_or_deformation_tools_miles,inspected_crack_or_long_seam_defect_detection_tools_miles,inspected_other_tools_miles,other_tools_description,inspected_in_line_total_miles,anomalies_excavated_operator_criteria,anomalies_repaired_following_in_line_inspection,conditions_repaired_hca_segment_in_line,conditions_repaired_immediate_repair_conditions_hca_segment_in_line,conditions_repaired_one_year_conditions_hca_segment_in_line,conditions_repaired_monitored_conditions_hca_segment_in_line,conditions_repaired_other_scheduled_conditions_hca_segment_in_line,conditions_repaired_192_710_segment_in_line,conditions_repaired_immediate_repair_conditions_192_710_segment_in_line,conditions_repaired_two_year_repair_conditions_192_710_segment_in_line,conditions_repaired_monitored_conditions_192_710_segment_in_line,conditions_repaired_class_3_or_4_in_line,conditions_repaired_class_1_or_2_in_line,inspected_pressure_testing_total_miles,pressure_test_failures_repaired_total,pressure_test_failures_repaired_hca_segment,pressure_test_ruptures_repaired_hca_segment,pressure_test_leaks_repaired_hca_segment,pressure_test_failures_repaired_192_710_segment,pressure_test_failures_repaired_class_3_or_4_segment,pressure_test_failures_repaired_class_1_or_2_segment,inspected_direct_assessment_total_miles,inspected_ecda_miles,inspected_icda_miles,inspected_sccda_miles,anomalies_repaired_following_direct_assessment,anomalies_repaired_following_ecda,anomalies_repaired_following_icda,anomalies_repaired_following_sccda,conditions_repaired_hca_segment_direct_assessment,conditions_repaired_immediate_repair_conditions_hca_segment_direct_assessment,conditions_repaired_one_year_conditions_hca_segment_direct_assessment,conditions_repaired_monitored_conditions_hca_segment_direct_assessment,conditions_repaired_other_scheduled_conditions_hca_segment_direct_assessment,conditions_repaired_192_710_segment_direct_assessment,conditions_repaired_immediate_repair_conditions_192_710_segment_direct_assessment,conditions_repaired_two_year_conditions_192_710_segment_direct_assessment,conditions_repaired_monitored_conditions_192_710_segment_direct_assessment,conditions_repaired_class_3_or_4_direct_assessment,conditions_repaired_class_1_or_2_direct_assessment,inspected_guided_wave_ultrasonic_testing_miles,anomalies_repaired_following_guided_wave_ultrasonic_testing,conditions_repaired_hca_segment_guided_wave_ultrasonic_testing,conditions_repaired_immediate_repair_conditions_hca_segment_guided_wave_ultrasonic_testing,conditions_repaired_six_month_conditions_hca_segment_guided_wave_ultrasonic_testing,conditions_repaired_twelve_month_conditions_hca_segment_guided_wave_ultrasonic_testing,conditions_repaired_monitored_conditions_hca_segment_guided_wave_ultrasonic_testing,conditions_repaired_192_710_segment_guided_wave_ultrasonic_testing,conditions_repaired_six_month_conditions_192_710_segment_guided_wave_ultrasonic_testing,conditions_repaired_twelve_month_conditions_192_710_segment_guided_wave_ultrasonic_testing,conditions_repaired_class_3_or_4_guided_wave_ultrasonic_testing,conditions_repaired_class_1_or_2_guided_wave_ultrasonic_testing,inspected_direct_examination_miles,anomalies_repaired_following_direct_examination,conditions_repaired_hca_segment_direct_examination,conditions_repaired_immediate_repair_conditions_hca_segment_direct_examination,conditions_repaired_one_year_conditions_hca_segment_direct_examination,conditions_repaired_monitored_conditions_hca_segment_direct_examination,conditions_repaired_other_scheduled_conditions_hca_segment_direct_examination,conditions_repaired_192_710_segment_direct_examination,conditions_repaired_immediate_repair_conditions_192_710_segment_direct_examination,conditions_repaired_two_year_conditions_192_710_segment_direct_examination,conditions_repaired_monitored_conditions_192_710_segment_direct_examination,conditions_repaired_class_3_or_4_direct_examination,conditions_repaired_class_1_or_2_direct_examination,inspected_other_inspection_miles,other_inspection_method_description,anomalies_repaired_following_other_inspection,conditions_repaired_hca_segment_other_inspection,conditions_repaired_immediate_repair_conditions_hca_segment_other_inspection,conditions_repaired_one_year_conditions_hca_segment_other_inspection,conditions_repaired_monitored_conditions_hca_segment_other_inspection,conditions_repaired_other_scheduled_conditions_hca_segment_other_inspection,conditions_repaired_192_710_segment_other_inspection,conditions_repaired_immediate_repair_conditions_192_710_segment_other_inspection,conditions_repaired_two_year_conditions_192_710_segment_other_inspection,conditions_repaired_monitored_conditions_192_710_segment_other_inspection,conditions_repaired_class_3_or_4_other_inspection,conditions_repaired_class_1_or_2_other_inspection,total_inspected_miles,total_anomalies_repaired,total_conditions_repaired_hca_segment,total_actionable_anomalies_eliminated_by_pipe_replacement_hca_segment,total_actionable_anomalies_eliminated_by_pipe_abandonment_hca_segment,total_conditions_repaired_192_710_segment,total_actionable_anomalies_eliminated_by_pipe_replacement_192_710_segment,total_actionable_anomalies_eliminated_by_pipe_abandonment_192_710_segment,total_conditions_repaired_class_3_or_4_segment,total_actionable_anomalies_eliminated_by_pipe_replacement_class_3_or_4_segment,total_actionable_anomalies_eliminated_by_pipe_abandonment_class_3_or_4_segment,total_conditions_repaired_class_1_or_2_segment,total_actionable_anomalies_eliminated_by_pipe_replacement_class_1_or_2_segment,total_actionable_anomalies_eliminated_by_pipe_abandonment_class_1_or_2_segment,hca_segments_baseline_assessment_miles,hca_segments_reassessment_miles,hca_segments_assessment_and_reassessment_miles,192_710_segments_baseline_assessment_miles,192_710_segments_reassessment_miles,192_710_segments_assessment_and_reassessment_miles,class_3_or_4_segments_assessment_miles,class_1_or_2_segments_assessment_miles
2010,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2011,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2012,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2013,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2014,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2015,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2016,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2017,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2018,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2019,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2020,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1doth,partf1e,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,,,,,,,partf3a,partf3b,,partf3c,partf3d,,,,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5a,partf5aoth,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,,,,,,,partf6a,partf6b,partf6c,partf6d,partf6e,,,,,,,,,,partgmba,partgmrc,partgtotmiles,,,,,
2021,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1d1,partf1tot,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,partf2d,,,,partf2e,partf2f,partf3a,partf3b,partf3c,,,partf3e,partf3f,partf3g,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,partf4d,,,,partf4e,partf4f,partf41a,partf41b_total,partf41c,partf41c1,partf41c2,partf41c3,partf41c4,partf41d,,,partf41e,partf41f,partf42a,partf42b_total,partf42c,partf42c1,partf42c2,partf42c3,partf42c4,partf42d,,,,partf42e,partf42f,partf5a,partf5a1,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,partf5d,,,,partf5e,partf5f,partf6a,partf6b,partf6c,partf6d,partf6e,partf6f,partf6g,partf6h,partf6i,partf6j,partf6k,partf6l,partf6m,partf6n,part_g_a,part_g_b,part_g_c,part_g_d,part_g_e,part_g_f,part_g_g,part_g_h
2022,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1d1,partf1tot,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,partf2d,,,,partf2e,partf2f,partf3a,partf3b,partf3c,,,partf3e,partf3f,partf3g,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,partf4d,,,,partf4e,partf4f,partf41a,partf41b_total,partf41c,partf41c1,partf41c2,partf41c3,partf41c4,partf41d,,,partf41e,partf41f,partf42a,partf42b_total,partf42c,partf42c1,partf42c2,partf42c3,partf42c4,partf42d,,,,partf42e,partf42f,partf5a,partf5a1,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,partf5d,,,,partf5e,partf5f,partf6a,partf6b,partf6c,partf6d,partf6e,partf6f,partf6g,partf6h,partf6i,partf6j,partf6k,partf6l,partf6m,partf6n,part_g_a,part_g_b,part_g_c,part_g_d,part_g_e,part_g_f,part_g_g,part_g_h
2023,datafile_as_of,report_year,report_number,supplemental_number,operator_id,parta2nameofcomp,parta5commodity,inter_intra,state_name,partf1a,partf1b,partf1c,partf1d,partf1d1,partf1tot,partf2a,partf2b,partf2c,partf2c1,partf2c2,partf2c3,partf2c4,partf2d,,,,partf2e,partf2f,partf3a,partf3b,partf3c,,,partf3e,partf3f,partf3g,partf4a,partf4a1,partf4a2,partf4a3,partf4b,partf4b1,partf4b2,partf4b3,partf4c,partf4c1,partf4c2,partf4c3,partf4c4,partf4d,,,,partf4e,partf4f,partf41a,partf41b_total,partf41c,partf41c1,partf41c2,partf41c3,partf41c4,partf41d,,,partf41e,partf41f,partf42a,partf42b_total,partf42c,partf42c1,partf42c2,partf42c3,partf42c4,partf42d,,,,partf42e,partf42f,partf5a,partf5a1,partf5b,partf5c,partf5c1,partf5c2,partf5c3,partf5c4,partf5d,,,,partf5e,partf5f,partf6a,partf6b,partf6c,partf6d,partf6e,partf6f,partf6g,partf6h,partf6i,partf6j,partf6k,partf6l,partf6m,partf6n,part_g_a,part_g_b,part_g_c,part_g_d,part_g_e,part_g_f,part_g_g,part_g_h
