year_index,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
pressure_test_ruptures_repaired_hca_segment,,,,,,,,,,,,,,,,,,,,,partf3c,partf3c,partf3c,partf3c,partf3c,partf3c,partf3c,partf3c,partf3c,partf3c,partf3c,,
pressure_test_leaks_repaired_hca_segment,,,,,,,,,,,,,,,,,,,,,partf3d,partf3d,partf3d,partf3d,partf3d,partf3d,partf3d,partf3d,partf3d,partf3d,partf3d,,
pressure_test_failures_repaired_192_710_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf3e,partf3e
pressure_test_failures_repaired_class_3_or_4_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf3f,partf3f
pressure_test_failures_repaired_class_1_or_2_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf3g,partf3g
inspected_direct_assessment_total_miles,,,,,,,,,,,,,,,,,,,,,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a,partf4a
inspected_ecda_miles,,,,,,,,,,,,,,,,,,,,,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1,partf4a1
inspected_icda_miles,,,,,,,,,,,,,,,,,,,,,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2,partf4a2
inspected_sccda_miles,,,,,,,,,,,,,,,,,,,,,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3,partf4a3
anomalies_repaired_following_direct_assessment,,,,,,,,,,,,,,,,,,,,,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b,partf4b
anomalies_repaired_following_ecda,,,,,,,,,,,,,,,,,,,,,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1,partf4b1
anomalies_repaired_following_icda,,,,,,,,,,,,,,,,,,,,,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2,partf4b2
anomalies_repaired_following_sccda,,,,,,,,,,,,,,,,,,,,,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3,partf4b3
conditions_repaired_hca_segment_direct_assessment,,,,,,,,,,,,,,,,,,,,,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c,partf4c
conditions_repaired_immediate_repair_conditions_hca_segment_direct_assessment,,,,,,,,,,,,,,,,,,,,,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1,partf4c1
conditions_repaired_one_year_conditions_hca_segment_direct_assessment,,,,,,,,,,,,,,,,,,,,,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2,partf4c2
conditions_repaired_monitored_conditions_hca_segment_direct_assessment,,,,,,,,,,,,,,,,,,,,,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3,partf4c3
conditions_repaired_other_scheduled_conditions_hca_segment_direct_assessment,,,,,,,,,,,,,,,,,,,,,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4,partf4c4
conditions_repaired_192_710_segment_direct_assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf4d,partf4d
conditions_repaired_class_3_or_4_direct_assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf4e,partf4e
conditions_repaired_class_1_or_2_direct_assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf4f,partf4f
inspected_guided_wave_ultrasonic_testing_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41a,partf41a
anomalies_repaired_following_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41b_total,partf41b_total
conditions_repaired_hca_segment_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41c,partf41c
conditions_repaired_immediate_repair_conditions_hca_segment_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41c1,partf41c1
conditions_repaired_six_month_conditions_hca_segment_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41c2,partf41c2
conditions_repaired_twelve_month_conditions_hca_segment_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41c3,partf41c3
conditions_repaired_monitored_conditions_hca_segment_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41c4,partf41c4
conditions_repaired_192_710_segment_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41d,partf41d
conditions_repaired_class_3_or_4_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41e,partf41e
conditions_repaired_class_1_or_2_guided_wave_ultrasonic_testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf41f,partf41f
inspected_direct_examination_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42a,partf42a
anomalies_repaired_following_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42b_total,partf42b_total
conditions_repaired_hca_segment_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42c,partf42c
conditions_repaired_immediate_repair_conditions_hca_segment_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42c1,partf42c1
conditions_repaired_one_year_conditions_hca_segment_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42c2,partf42c2
conditions_repaired_monitored_conditions_hca_segment_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42c3,partf42c3
conditions_repaired_other_scheduled_conditions_hca_segment_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42c4,partf42c4
conditions_repaired_192_710_segment_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42d,partf42d
conditions_repaired_class_3_or_4_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42e,partf42e
conditions_repaired_class_1_or_2_direct_examination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf42f,partf42f
inspected_other_inspection_miles,,,,,,,,,,,,,,,,,,,,,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a,partf5a
other_inspection_method_description,,,,,,,,,,,,,,,,,,,,,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5aoth,partf5a1,partf5a1
anomalies_repaired_following_other_inspection,,,,,,,,,,,,,,,,,,,,,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b,partf5b
conditions_repaired_hca_segment_other_inspection,,,,,,,,,,,,,,,,,,,,,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c,partf5c
conditions_repaired_immediate_repair_conditions_hca_segment_other_inspection,,,,,,,,,,,,,,,,,,,,,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1,partf5c1
conditions_repaired_one_year_conditions_hca_segment_other_inspection,,,,,,,,,,,,,,,,,,,,,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2,partf5c2
conditions_repaired_monitored_conditions_hca_segment_other_inspection,,,,,,,,,,,,,,,,,,,,,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3,partf5c3
conditions_repaired_other_scheduled_conditions_hca_segment_other_inspection,,,,,,,,,,,,,,,,,,,,,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4,partf5c4
conditions_repaired_192_710_segment_other_inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5d,partf5d
conditions_repaired_class_3_or_4_other_inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5e,partf5e
conditions_repaired_class_1_or_2_other_inspection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf5f,partf5f
total_inspected_miles,,,,,,,,,,,,,,,,,,,,,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a,partf6a
total_anomalies_repaired,,,,,,,,,,,,,,,,,,,,,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b,partf6b
total_conditions_repaired_hca_segment,,,,,,,,,,,,,,,,,,,,,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c,partf6c
total_actionable_anomalies_eliminated_by_pipe_replacement_hca_segment,,,,,,,,,,,,,,,,,,,,,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d,partf6d
total_actionable_anomalies_eliminated_by_pipe_abandonment_hca_segment,,,,,,,,,,,,,,,,,,,,,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e,partf6e
total_conditions_repaired_192_710_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6f,partf6f
total_actionable_anomalies_eliminated_by_pipe_replacement_192_710_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6g,partf6g
total_actionable_anomalies_eliminated_by_pipe_abandonment_192_710_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6h,partf6h
total_conditions_repaired_class_3_or_4_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6i,partf6i
total_actionable_anomalies_eliminated_by_pipe_replacement_class_3_or_4_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6j,partf6j
total_actionable_anomalies_eliminated_by_pipe_abandonment_class_3_or_4_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6k,partf6k
total_conditions_repaired_class_1_or_2_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6l,partf6l
total_actionable_anomalies_eliminated_by_pipe_replacement_class_1_or_2_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6m,partf6m
total_actionable_anomalies_eliminated_by_pipe_abandonment_class_1_or_2_segment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,partf6n,partf6n
hca_segments_baseline_assessment_miles,,,,,,,,,,,,,,,,,,,,,partgmba,partgmba,partgmba,partgmba,partgmba,partgmba,partgmba,partgmba,partgmba,partgmba,partgmba,part_g_a,part_g_a
hca_segments_reassessment_miles,,,,,,,,,,,,,,,,,,,,,partgmrc,partgmrc,partgmrc,partgmrc,partgmrc,partgmrc,partgmrc,partgmrc,partgmrc,partgmrc,partgmrc,part_g_b,part_g_b
hca_segments_assessment_and_reassessment_miles,,,,,,,,,,,,,,,,,,,,,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,partgtotmiles,part_g_c,part_g_c
192_710_segments_baseline_assessment_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part_g_d,part_g_d
192_710_segments_reassessment_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part_g_e,part_g_e
192_710_segments_assessment_and_reassessment_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part_g_f,part_g_f
class_3_or_4_segments_assessment_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part_g_g,part_g_g
class_1_or_2_segments_assessment_miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part_g_h,part_g_h
