utility_id_ferc1,plant_name_ferc1,utility_name_ferc1,capacity_mw,plant_table
3,gm diesel (#1),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#10),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#11),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#12),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#2),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#3),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#7),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#8),alaska electric light and power company,2.5,f1_gnrt_plant
3,gm diesel (#9),alaska electric light and power company,2.5,f1_gnrt_plant
3,lemon creek internal combustion,alaska electric light and power company,,f1_gnrt_plant
3,lemon creek internal combustion:,alaska electric light and power company,0.0,f1_gnrt_plant
3,lower salmon creek hydro,alaska electric light and power company,6.7,f1_gnrt_plant
3,pratt-whitney gas turbine,alaska electric light and power company,23.0,f1_gnrt_plant
3,pratt-whitney gas turbine (#14),alaska electric light and power company,23.0,f1_gnrt_plant
3,pratt-whitney gas turbine (#5),alaska electric light and power company,17.5,f1_gnrt_plant
3,pratt-whitney gas turbine (#6),alaska electric light and power company,17.5,f1_gnrt_plant
3,solar centaur gas turbine,alaska electric light and power company,2.8,f1_gnrt_plant
3,solar centaur gas turbine (#13),alaska electric light and power company,2.8,f1_gnrt_plant
3,upper salmon creek hydro,alaska electric light and power company,2.8,f1_gnrt_plant
4,n/a,alcoa generating corporation,0.0,f1_steam
4,none,alcoa generating corporation,0.0,f1_gnrt_plant
4,not applicable,alcoa generating corporation,,f1_steam
4,unit 4,alcoa generating corporation,150.0,f1_steam
4,unites 1-3,alcoa generating corporation,432.0,f1_steam
4,units 1 - 3,alcoa generating corporation,432.0,f1_steam
4,units 1-3,alcoa generating corporation,432.0,f1_steam
6,buck-project #2514,appalachian power company,8.5,f1_gnrt_plant
6,hydro electric,appalachian power company,0.0,f1_gnrt_plant
6,mountainr,appalachian power company,1300.0,f1_steam
6,niagara-project #2466,appalachian power company,2.4,f1_gnrt_plant
6,philip sporn - ttl p,appalachian power company,1106.0,f1_steam
6,philip sporn ttl p,appalachian power company,1105.6,f1_steam
6,philip sporn ttl plt,appalachian power company,1105.6,f1_steam
6,philip sporn-apco,appalachian power company,305.0,f1_steam
6,ruesens,appalachian power company,12.5,f1_hydro
7,"*palo verde 1,2,3",arizona public service company,1225.0,f1_steam
7,4 corners,arizona public service company,634.0,f1_steam
7,"cholla units 1,2",arizona public service company,692.0,f1_steam
7,"cholla units 1,2,3",arizona public service company,692.0,f1_steam
7,license project: 2069,arizona public service company,0.0,f1_gnrt_plant
7,"navajo 1,2,3",arizona public service company,337.0,f1_steam
7,ocotil 1&2,arizona public service company,106.0,f1_steam
7,ocotillo 1&2,arizona public service company,227.0,f1_steam
7,"palo verde 1,2,3",arizona public service company,1225.0,f1_steam
7,saguaro 1&2,arizona public service company,106.0,f1_steam
7,saguaro units 1&2,arizona public service company,250.0,f1_steam
7,w. phoenix,arizona public service company,396.0,f1_steam
7,w. phx 1&2,arizona public service company,106.0,f1_steam
7,west phoenix 1&2,arizona public service company,106.0,f1_steam
7,west phx,arizona public service company,116.0,f1_steam
7,yucca comb turbine,arizona public service company,192.0,f1_steam
7,yucca comb. turbine,arizona public service company,192.0,f1_steam
8,* ar nuclear one,"entergy arkansas, inc.",1845.0,f1_steam
8,* independence,"entergy arkansas, inc.",268.0,f1_steam
8,* white bluff,"entergy arkansas, inc.",955.0,f1_steam
8,0,"entergy arkansas, inc.",0.0,f1_steam
8,0.0000,"entergy arkansas, inc.",0.0,f1_steam
8,ar nuclear one,"entergy arkansas, inc.",1845.0,f1_steam
8,blytheville,"entergy arkansas, inc.",194.0,f1_steam
8,c. lynch,"entergy arkansas, inc.",225.0,f1_steam
8,h. couch,"entergy arkansas, inc.",183.0,f1_steam
8,internal combustion,"entergy arkansas, inc.",0.0,f1_gnrt_plant
8,lynch diesel,"entergy arkansas, inc.",5.85,f1_gnrt_plant
8,mablevale,"entergy arkansas, inc.",78.0,f1_steam
8,richie gas turbine,"entergy arkansas, inc.",20.0,f1_steam
8,ritchie gas turbine,"entergy arkansas, inc.",20.0,f1_steam
8,robert riche 1,"entergy arkansas, inc.",356.0,f1_steam
8,robert richie 1,"entergy arkansas, inc.",359.0,f1_steam
8,robert ritchie,"entergy arkansas, inc.",376.0,f1_steam
8,white bluf,"entergy arkansas, inc.",969.0,f1_steam
9,(1) applicable to atlantic city,atlantic city electric company,0.0,f1_gnrt_plant
9,a-internal combustion unit,atlantic city electric company,0.0,f1_gnrt_plant
9,b-combustion turbine unit,atlantic city electric company,0.0,f1_gnrt_plant
9,b. l. england,atlantic city electric company,475.6,f1_steam
9,b.l. england,atlantic city electric company,475.6,f1_steam
9,bl england a,atlantic city electric company,8.0,f1_gnrt_plant
9,bl england a - d,atlantic city electric company,8.0,f1_gnrt_plant
9,carll's cor,atlantic city electric company,83.7,f1_steam
9,carll's corner,atlantic city electric company,83.7,f1_steam
9,cedar stat,atlantic city electric company,63.1,f1_steam
9,cedar station,atlantic city electric company,63.1,f1_steam
9,conemaugh (1) a,atlantic city electric company,0.4,f1_gnrt_plant
9,cumberland,atlantic city electric company,106.6,f1_steam
9,deepwater,atlantic city electric company,250.1,f1_steam
9,electrics share of jointly-,atlantic city electric company,0.0,f1_gnrt_plant
9,hope ck 1,atlantic city electric company,56.2,f1_steam
9,hope creek 1,atlantic city electric company,56.2,f1_steam
9,"included on pages 402, 403, and 403a",atlantic city electric company,0.0,f1_gnrt_plant
9,is in kilowatt-hours.,atlantic city electric company,0.0,f1_gnrt_plant
9,keystone (1) a,atlantic city electric company,0.3,f1_gnrt_plant
9,mickleton,atlantic city electric company,71.2,f1_steam
9,middle sta,atlantic city electric company,79.7,f1_steam
9,middle station,atlantic city electric company,79.7,f1_steam
9,missouri,atlantic city electric company,55.8,f1_steam
9,note: amounts per above are not,atlantic city electric company,0.0,f1_gnrt_plant
9,note: generation provided in column (e),atlantic city electric company,0.0,f1_gnrt_plant
9,owned facility.,atlantic city electric company,0.0,f1_gnrt_plant
9,pch bt 2&3,atlantic city electric company,173.0,f1_steam
9,peach bt 2&3,atlantic city electric company,183.4,f1_steam
9,salem (1) b,atlantic city electric company,3.1,f1_gnrt_plant
9,salem 1 &2,atlantic city electric company,173.4,f1_steam
9,salem 1&2,atlantic city electric company,173.4,f1_steam
9,salem peaking,atlantic city electric company,3.1,f1_steam
9,sherman ae,atlantic city electric company,84.0,f1_steam
9,sherman avenue,atlantic city electric company,84.0,f1_steam
10,brandon shores,baltimore gas and electric company,1370.16,f1_steam
10,calvert cliffs,baltimore gas and electric company,1828.71,f1_steam
10,charles p. crane,baltimore gas and electric company,16.0,f1_steam
10,conemaugh,baltimore gas and electric company,197.68,f1_steam
10,conemaugh *,baltimore gas and electric company,197.68,f1_steam
10,conemaugh*,baltimore gas and electric company,1872.0,f1_steam
10,crane,baltimore gas and electric company,399.84,f1_steam
10,gould street,baltimore gas and electric company,103.5,f1_steam
10,keystone *,baltimore gas and electric company,1872.0,f1_steam
10,notch cliff,baltimore gas and electric company,144.0,f1_steam
10,notch cliff (b),baltimore gas and electric company,144.0,f1_steam
10,perryman,baltimore gas and electric company,212.5,f1_steam
10,phil. rd,baltimore gas and electric company,82.8,f1_steam
10,philadelphia road,baltimore gas and electric company,82.8,f1_steam
10,philadelphia road(b),baltimore gas and electric company,82.8,f1_steam
10,riverside,baltimore gas and electric company,273.5,f1_steam
10,total,baltimore gas and electric company,0.0,f1_steam
10,various,baltimore gas and electric company,0.0,f1_steam
10,wagner,baltimore gas and electric company,1042.57,f1_steam
10,westport,baltimore gas and electric company,129.0,f1_steam
11,e. m. graham,emera maine,57.54,f1_steam
11,e.m. graham,emera maine,57.54,f1_steam
11,ellsworth license #2727,emera maine,8900.0,f1_gnrt_plant
11,howland license #2721,emera maine,1875.0,f1_gnrt_plant
11,hydro,emera maine,0.0,f1_gnrt_plant
11,medway license # 2666,emera maine,3440.0,f1_gnrt_plant
11,medway license #2666,emera maine,3440.0,f1_gnrt_plant
11,milford,emera maine,0.0,f1_gnrt_plant
11,milford license #2534,emera maine,6400.0,f1_gnrt_plant
11,orono license #2710,emera maine,2332.0,f1_gnrt_plant
11,stillwater license # 2712,emera maine,1950.0,f1_gnrt_plant
11,stillwater license #2712,emera maine,1950.0,f1_gnrt_plant
11,veazie license #2403,emera maine,8400.0,f1_gnrt_plant
11,w. f. wyman,emera maine,52.7,f1_steam
11,w. f. wyman #4,emera maine,52.7,f1_steam
11,w. f. wymqn #4,emera maine,52.7,f1_steam
11,w.f. wyman,emera maine,52.7,f1_steam
12,(plant not yet in service),"black hills power, inc.",0.0,f1_gnrt_plant
12,(put into,"black hills power, inc.",0.0,f1_gnrt_plant
12,"(put into ""cold"" reserve 9-1-95)","black hills power, inc.",,f1_gnrt_plant
12,ben french,"black hills power, inc.",100.8,f1_steam
12,bf station,"black hills power, inc.",25.0,f1_steam
12,kirk plant (#4),"black hills power, inc.",18.75,f1_gnrt_plant
12,kirk plant - unit #4,"black hills power, inc.",18.75,f1_gnrt_plant
12,kirk unit # 4,"black hills power, inc.",19.0,f1_gnrt_plant
12,n/a,"black hills power, inc.",0.0,f1_hydro
12,neil simpson station i,"black hills power, inc.",21.76,f1_gnrt_plant
12,neil simpson station ii,"black hills power, inc.",0.0,f1_gnrt_plant
12,osage plant,"black hills power, inc.",34.5,f1_steam
12,wyodak plant,"black hills power, inc.",72.41,f1_steam
13,hydro #2 station,blackstone valley electric company,1.7,f1_gnrt_plant
13,hydro no.2 station,blackstone valley electric company,1.7,f1_gnrt_plant
14,* w. f. wyman 4,boston edison company,37.24,f1_steam
14,edgar,boston edison company,28.4,f1_steam
14,framingham,boston edison company,42.6,f1_steam
14,l street,boston edison company,18.6,f1_steam
14,"mys. 4,5&6",boston edison company,468.8,f1_steam
14,mystic,boston edison company,14.2,f1_steam
14,"mystic 4,5&6",boston edison company,468.8,f1_steam
14,mystic 7,boston edison company,617.0,f1_steam
14,new boston,boston edison company,717.7,f1_steam
14,not applicable,boston edison company,0.0,f1_gnrt_plant
14,pilgrim,boston edison company,678.0,f1_steam
14,w.f.wyman 4,boston edison company,37.2,f1_steam
14,west medway,boston edison company,135.2,f1_steam
15,blackstone (steam),cambridge electric light company,15.0,f1_gnrt_plant
15,blackstone station (steam),cambridge electric light company,15.0,f1_gnrt_plant
15,kendall,cambridge electric light company,67.5,f1_steam
15,kendall jets,cambridge electric light company,46.6,f1_steam
15,none,cambridge electric light company,,f1_steam
16,canal unit #1,canal electric company,543.0,f1_steam
16,canal unit #2,canal electric company,265.0,f1_steam
16,cost of plant represents rental costs through,canal electric company,0.0,f1_gnrt_plant
16,cost of plant represents the annual rental cost.,canal electric company,0.0,f1_gnrt_plant
16,internal combustion:,canal electric company,0.0,f1_gnrt_plant
16,item 2. the generating unit is leased. the,canal electric company,0.0,f1_gnrt_plant
16,item 2. the generating unit leased expired. the,canal electric company,0.0,f1_gnrt_plant
16,martha's vineyard,canal electric company,3.2,f1_gnrt_plant
16,may 1995.,canal electric company,0.0,f1_gnrt_plant
16,seabrook 1,canal electric company,42.17,f1_steam
17,--blank--,"duke energy progress, llc",0.0,f1_steam
17,brunswick *,"duke energy progress, llc",1416.0,f1_steam
17,h. b. robinson,"duke energy progress, llc",207.0,f1_steam
17,l. v. sutt,"duke energy progress, llc",91.0,f1_steam
17,l. v. sutton,"duke energy progress, llc",672.0,f1_steam
17,rowan county,"duke energy progress, llc",585.74,f1_steam
17,weatherspn,"duke energy progress, llc",166.0,f1_steam
18,s murray hydro stn,catalyst old river hydroelectric limited partnership,195.0,f1_hydro
18,s murray hydro. stn.,catalyst old river hydroelectric limited partnership,192.0,f1_hydro
19,danskammer,central hudson gas & electric corporation,537.4,f1_steam
19,danskammer - fn # 1,central hudson gas & electric corporation,531.9,f1_steam
19,general - fn # 5,central hudson gas & electric corporation,0.0,f1_steam
19,grovesville,central hudson gas & electric corporation,0.93,f1_hydro
19,grovesville hydro,central hudson gas & electric corporation,0.0,f1_hydro
19,nmp-2 (ch share),central hudson gas & electric corporation,109.2,f1_steam
19,nmp-2 (chshare),central hudson gas & electric corporation,109.2,f1_steam
19,nmp-2 - fn # 3,central hudson gas & electric corporation,109.2,f1_steam
19,poughkeepsie,central hudson gas & electric corporation,0.0,f1_steam
19,roseton,central hudson gas & electric corporation,434.7,f1_steam
19,roseton - fn # 2,central hudson gas & electric corporation,434.7,f1_steam
19,s. cairo,central hudson gas & electric corporation,21.25,f1_steam
20,aes indian trails cogeneration plant,central illinois light company,20.9,f1_gnrt_plant
20,cc50 - gen set,central illinois light company,0.0,f1_steam
20,cc51 - gen set,central illinois light company,0.0,f1_steam
20,duck creek,central illinois light company,441.0,f1_steam
20,e. d. edwards,central illinois light company,780.3,f1_steam
20,e.d. edwards,central illinois light company,780.3,f1_steam
20,midwest grain - cogen,central illinois light company,20.9,f1_gnrt_plant
20,not applicable,central illinois light company,0.0,f1_gnrt_plant
20,sterling,central illinois light company,36.0,f1_steam
21,(1) operated on an emergency basis only.,central illinois public service company,0.0,f1_gnrt_plant
21,basis only.,central illinois public service company,0.0,f1_gnrt_plant
21,coffeen,central illinois public service company,1005.0,f1_steam
21,generator - hutsonville,central illinois public service company,0.0,f1_gnrt_plant
21,grand tower,central illinois public service company,199.0,f1_steam
21,hutsonvill,central illinois public service company,150.0,f1_steam
21,hutsonville,central illinois public service company,150.0,f1_steam
21,internal combustion auxiliary,central illinois public service company,2.5,f1_gnrt_plant
21,internal combustion auxilliary,central illinois public service company,2.5,f1_gnrt_plant
21,meredosia,central illinois public service company,564.0,f1_steam
21,newton,central illinois public service company,1235.0,f1_steam
21,none,central illinois public service company,0.0,f1_hydro
21,operatied on emergency,central illinois public service company,0.0,f1_gnrt_plant
22,dolet hill,cleco power llc,360.38,f1_steam
22,frankin,cleco power llc,10.0,f1_steam
22,franklin (gas turbine),cleco power llc,10.0,f1_gnrt_plant
22,n o n e,cleco power llc,0.0,f1_gnrt_plant
22,rodemacher #1,cleco power llc,445.5,f1_steam
22,rodemacher #2,cleco power llc,167.4,f1_steam
23,androscoggin mill lower,central maine power company,0.25,f1_gnrt_plant
23,androscoggin no. 3,central maine power company,3.6,f1_gnrt_plant
23,bar mills,central maine power company,4.0,f1_gnrt_plant
23,bates mill lower,central maine power company,0.45,f1_gnrt_plant
23,bates mill upper,central maine power company,3.9,f1_gnrt_plant
23,bonney eagle,central maine power company,7.2,f1_gnrt_plant
23,bonny eagle,central maine power company,7.2,f1_gnrt_plant
23,brunswick,central maine power company,19.6,f1_hydro
23,cape,central maine power company,35.11,f1_steam
23,cataract,central maine power company,6.65,f1_gnrt_plant
23,cataract w channel,central maine power company,,f1_gnrt_plant
23,cataract w. channel,central maine power company,0.0,f1_gnrt_plant
23,continental mills,central maine power company,1.58,f1_gnrt_plant
23,deer rips,central maine power company,6.54,f1_gnrt_plant
23,gulf island,central maine power company,22.2,f1_hydro
23,harris,central maine power company,75.0,f1_hydro
23,hill mill,central maine power company,2.16,f1_gnrt_plant
23,hiram,central maine power company,11.1,f1_hydro
23,hydro:,central maine power company,0.0,f1_gnrt_plant
23,internal combustion:,central maine power company,0.0,f1_gnrt_plant
23,islesboro,central maine power company,0.25,f1_gnrt_plant
23,kezar lower,central maine power company,0.65,f1_gnrt_plant
23,kezar upper,central maine power company,0.35,f1_gnrt_plant
23,ledgemere,central maine power company,0.45,f1_gnrt_plant
23,lewiston canal facilities:,central maine power company,0.0,f1_gnrt_plant
23,mason,central maine power company,146.5,f1_steam
23,mess no. 2 oakland,central maine power company,2.8,f1_gnrt_plant
23,mess no. 3 rice rips,central maine power company,1.6,f1_gnrt_plant
23,mess no. 4 automatic,central maine power company,0.8,f1_gnrt_plant
23,mess no. 5 union gas,central maine power company,1.5,f1_gnrt_plant
23,mess. no. 2 - oakland,central maine power company,2.8,f1_gnrt_plant
23,mess. no. 3 - rice rips,central maine power company,1.6,f1_gnrt_plant
23,mess. no. 4 - automatic,central maine power company,0.8,f1_gnrt_plant
23,mess. no. 5 - union gas,central maine power company,1.5,f1_gnrt_plant
23,messalonskee no. 2-oakland,central maine power company,2.8,f1_gnrt_plant
23,messalonskee no. 3-rice rips,central maine power company,1.6,f1_gnrt_plant
23,messalonskee no. 4-automatic,central maine power company,0.8,f1_gnrt_plant
23,messalonskee no. 5-union gas,central maine power company,1.5,f1_gnrt_plant
23,millstone #3,central maine power company,31.33,f1_steam
23,millstone 3,central maine power company,31.33,f1_steam
23,millstone unit no. 3,central maine power company,31.33,f1_steam
23,millstone unit. no.3,central maine power company,31.33,f1_steam
23,millstone#3,central maine power company,31.33,f1_steam
23,monty,central maine power company,28.4,f1_hydro
23,north gorham,central maine power company,2.25,f1_gnrt_plant
23,peaks island,central maine power company,1.24,f1_gnrt_plant
23,seb no. 4 ft. halifax,central maine power company,1.5,f1_gnrt_plant
23,seb. no. 4 - ft. halifax,central maine power company,1.5,f1_gnrt_plant
23,sebasticook no. 4-ft. halifax,central maine power company,1.5,f1_gnrt_plant
23,shawmut,central maine power company,8.65,f1_gnrt_plant
23,skelton,central maine power company,16.8,f1_hydro
23,smelt hill,central maine power company,1.13,f1_gnrt_plant
23,w f wyman #4,central maine power company,374.09,f1_steam
23,w f wyman unit no. 4,central maine power company,374.09,f1_steam
23,w. f. wyman #4,central maine power company,374.09,f1_steam
23,w. f. wyman 1-2-3,central maine power company,213.64,f1_steam
23,w.f. wyman 1-2-3,central maine power company,213.64,f1_steam
23,w.f.wyman4,central maine power company,374.09,f1_steam
23,west buxton,central maine power company,7.64,f1_gnrt_plant
23,weston,central maine power company,12.0,f1_hydro
23,williams,central maine power company,13.0,f1_hydro
23,wyman,central maine power company,72.0,f1_hydro
24,*oklaunion,aep texas central company,56.23,f1_steam
24,*stp,aep texas central company,661.0,f1_steam
24,b.m davis,aep texas central company,704.0,f1_steam
24,edinberg diesels - leased,aep texas central company,12.0,f1_gnrt_plant
24,la palma,aep texas central company,209.0,f1_steam
24,la palma #6,aep texas central company,209.0,f1_steam
24,none,aep texas central company,0.0,f1_pumped_storage
24,south padre island temporary generator,aep texas central company,0.0,f1_gnrt_plant
25,diesel,central vermont public service corporation,0.0,f1_gnrt_plant
25,hydro license no.,central vermont public service corporation,0.0,f1_gnrt_plant
25,none,central vermont public service corporation,0.0,f1_steam
25,salisbury ul88-17,central vermont public service corporation,1.3,f1_gnrt_plant
25,silver lake ul88-17,central vermont public service corporation,2.2,f1_gnrt_plant
25,st albans,central vermont public service corporation,2.6,f1_gnrt_plant
25,total,central vermont public service corporation,44.08,f1_gnrt_plant
26,san juan 3,century power corporation,43.8,f1_steam
27,beckjord #6 - cg&e,"duke energy ohio, inc.",172.8,f1_steam
27,beckjord #6 - total,"duke energy ohio, inc.",460.8,f1_steam
27,conesville,"duke energy ohio, inc.",841.5,f1_steam
27,conesville #4 - cg&e,"duke energy ohio, inc.",336.6,f1_steam
27,conesville #4 - totl,"duke energy ohio, inc.",841.5,f1_steam
27,conesville #4 -total,"duke energy ohio, inc.",0.0,f1_steam
27,conesville #4 cge,"duke energy ohio, inc.",336.6,f1_steam
27,conesville #4-total,"duke energy ohio, inc.",841.5,f1_steam
27,east bend,"duke energy ohio, inc.",669.3,f1_steam
27,east bend #2 - cg&e,"duke energy ohio, inc.",461.8,f1_steam
27,east bend #2 cge,"duke energy ohio, inc.",461.8,f1_steam
27,east bend #2-total,"duke energy ohio, inc.",669.3,f1_steam
27,j. m. stuart - cg&e,"duke energy ohio, inc.",951.9,f1_steam
27,j. m. stuart - tota,"duke energy ohio, inc.",2440.8,f1_steam
27,j. m. stuart - total,"duke energy ohio, inc.",0.0,f1_steam
27,j. m. stuart total,"duke energy ohio, inc.",2440.8,f1_steam
27,j.m. stuart cge shar,"duke energy ohio, inc.",951.9,f1_steam
27,killen #2 - cg&e,"duke energy ohio, inc.",219.9,f1_steam
27,killen #2 - total,"duke energy ohio, inc.",666.4,f1_steam
27,killen #2 cge share,"duke energy ohio, inc.",219.9,f1_steam
27,killen #2 total,"duke energy ohio, inc.",666.4,f1_steam
27,maimi fort 7&8-total,"duke energy ohio, inc.",1114.8,f1_steam
27,maimi fort7&8-total,"duke energy ohio, inc.",1114.8,f1_steam
27,miami fort,"duke energy ohio, inc.",167.5,f1_steam
27,miami fort 7&8 - cge,"duke energy ohio, inc.",713.4,f1_steam
27,miami fort 7&8 total,"duke energy ohio, inc.",1114.8,f1_steam
27,miami fort 7&8-cg&e,"duke energy ohio, inc.",713.4,f1_steam
27,miami fort 7&8-cge,"duke energy ohio, inc.",713.4,f1_steam
27,miami fort7&8-total,"duke energy ohio, inc.",1114.8,f1_steam
27,none,"duke energy ohio, inc.",0.0,f1_gnrt_plant
27,w. c. beckjord 1 - 5,"duke energy ohio, inc.",760.5,f1_steam
27,w. c. beckjord 1-5,"duke energy ohio, inc.",760.5,f1_steam
27,w. c. beckjord gt,"duke energy ohio, inc.",194.4,f1_steam
27,w.c. beckjord,"duke energy ohio, inc.",194.4,f1_steam
27,w.c. beckjord #6-cge,"duke energy ohio, inc.",172.8,f1_steam
27,wcb #6,"duke energy ohio, inc.",460.8,f1_steam
27,woodsdale,"duke energy ohio, inc.",450.0,f1_steam
27,zimmer #1 - cg&e,"duke energy ohio, inc.",662.9,f1_steam
27,zimmer #1 - total,"duke energy ohio, inc.",1425.6,f1_steam
27,zimmer #1 cge share,"duke energy ohio, inc.",662.9,f1_steam
27,zimmer #1 total,"duke energy ohio, inc.",1425.6,f1_steam
27,zimmer #1- total,"duke energy ohio, inc.",1425.6,f1_steam
28,none,citizens' electric company,0.0,f1_steam
29,hitachi,citizens communciations company,17.65,f1_steam
29,j. b. e.,citizens communciations company,22.18,f1_steam
29,j.b.e,citizens communciations company,23.7,f1_steam
29,j.b.e.,citizens communciations company,23.7,f1_steam
29,"kauai, hawaii",citizens communciations company,28.8,f1_gnrt_plant
29,"kauai, hawaii:",citizens communciations company,10.0,f1_gnrt_plant
29,"newport, vermont:",citizens communciations company,7.0,f1_gnrt_plant
29,none,citizens communciations company,0.0,f1_steam
29,"south troy, vermont",citizens communciations company,0.6,f1_gnrt_plant
29,steam,citizens communciations company,0.0,f1_gnrt_plant
29,turbine,citizens communciations company,54.0,f1_gnrt_plant
29,"valencia, arizona",citizens communciations company,4.0,f1_gnrt_plant
29,"valencia, az",citizens communciations company,54.0,f1_gnrt_plant
30,ashtabula,"cleveland electric illuminating company, the",440.0,f1_steam
30,avon gas,"cleveland electric illuminating company, the",32.0,f1_steam
30,avon lake,"cleveland electric illuminating company, the",852.0,f1_steam
30,avon lake g. t.,"cleveland electric illuminating company, the",32.0,f1_steam
30,beaver va2,"cleveland electric illuminating company, the",226.0,f1_steam
30,beaver valley #2,"cleveland electric illuminating company, the",226.0,f1_steam
30,beaver valley 2,"cleveland electric illuminating company, the",226.0,f1_steam
30,bruce mansfield,"cleveland electric illuminating company, the",544.0,f1_steam
30,combustion turbine,"cleveland electric illuminating company, the",0.0,f1_gnrt_plant
30,davis besse,"cleveland electric illuminating company, the",475.0,f1_steam
30,davis-besse #1,"cleveland electric illuminating company, the",475.0,f1_steam
30,east lake,"cleveland electric illuminating company, the",1044.8,f1_steam
30,eastlake,"cleveland electric illuminating company, the",1045.0,f1_steam
30,eastlake g. t.,"cleveland electric illuminating company, the",32.0,f1_steam
30,eastlake gas,"cleveland electric illuminating company, the",32.0,f1_steam
30,lake shore,"cleveland electric illuminating company, the",256.0,f1_steam
30,lake shore g. t.,"cleveland electric illuminating company, the",4.0,f1_steam
30,lake shore g.t.,"cleveland electric illuminating company, the",4.0,f1_steam
30,lakeshore,"cleveland electric illuminating company, the",256.0,f1_steam
30,leased diesel generators,"cleveland electric illuminating company, the",102.5,f1_gnrt_plant
30,perry #1,"cleveland electric illuminating company, the",405.0,f1_steam
30,sammis #7,"cleveland electric illuminating company, the",194.0,f1_steam
30,seneca,"cleveland electric illuminating company, the",338.0,f1_pumped_storage
30,w. h. sammis #7,"cleveland electric illuminating company, the",212.0,f1_steam
31,beckjord 6 csp sh,columbus southern power company,57.6,f1_steam
31,beckjord 6 csp shr,columbus southern power company,57.6,f1_steam
31,beckjord-csp share,columbus southern power company,57.6,f1_steam
31,cones. 4,columbus southern power company,841.5,f1_steam
31,cones. 4 csp shr,columbus southern power company,366.05,f1_steam
31,cones. 4-csp share,columbus southern power company,366.05,f1_steam
31,conesv. 4,columbus southern power company,841.5,f1_steam
31,"conesville 1-3,5,6",columbus southern power company,1333.4,f1_steam
31,conesville 4,columbus southern power company,841.5,f1_steam
31,none,columbus southern power company,0.0,f1_gnrt_plant
31,stuart csp shr,columbus southern power company,634.61,f1_steam
31,stuart-csp share,columbus southern power company,634.61,f1_steam
31,zimmer -csp share,columbus southern power company,362.11,f1_steam
31,zimmer csp shr,columbus southern power company,362.11,f1_steam
32,(1) the dixon hydro electric generating facility,commonwealth edison company,,f1_gnrt_plant
32,(ferc licensed,commonwealth edison company,0.0,f1_gnrt_plant
32,"108, number 3 and pages 206-207, line no.86",commonwealth edison company,,f1_gnrt_plant
32,and note in column (e) for details. on,commonwealth edison company,,f1_gnrt_plant
32,"approving transfer of, and amending,",commonwealth edison company,,f1_gnrt_plant
32,bloom,commonwealth edison company,95.0,f1_steam
32,braidwood,commonwealth edison company,2450.0,f1_steam
32,byron,commonwealth edison company,2450.0,f1_steam
32,calumet,commonwealth edison company,205.0,f1_steam
32,collins,commonwealth edison company,2650.0,f1_steam
